Linea,Paquete,Peso Bruto _ CL,Ley_CL,kts,Fino,P.V,no cuenta Peso,fino_CL,bruto_peso,fino*pv,Exp,Cliente
E40_4_916,E40_4,67.86,916.00,,62.16,,,62.16,67.86,0,"'
- Una linea de 62.16 grs. de fino: 67.86 grs de bruto x ley  (916/1000)",Nova Joia
E40_6_999.9,E40_6,400.00,999.90,,399.96,,,399.96,400.00,0,"'
- Una linea de 399.96 grs. de fino: 400 grs de bruto x ley  (999.9/1000)",Gemma d'Or
E40_5_708,E40_5,272.50,708.00,,192.93,,,192.93,272.50,0,"'
- Una linea de 192.93 grs. de fino: 272.5 grs de bruto x ley  (708/1000)",Gaudia
E40_7_708,E40_7,516.00,708.00,,365.33,,,365.33,516.00,0,"'
- Una linea de 365.33 grs. de fino: 516 grs de bruto x ley  (708/1000)",OrCash
E40_8_999,E40_8,15.48,999.00,,15.46,,,15.46,15.48,0,"'
- Una linea de 15.46 grs. de fino: 15.48 grs de bruto x ley  (999/1000)",La Milla d'Or
E40_8_896,E40_8,17.29,896.00,,15.49,,,15.49,17.29,0,"'
- Una linea de 15.49 grs. de fino: 17.29 grs de bruto x ley  (896/1000)",La Milla d'Or
E40_8_780,E40_8,21.76,780.00,,16.97,,,16.97,21.76,0,"'
- Una linea de 16.97 grs. de fino: 21.76 grs de bruto x ley  (780/1000)",La Milla d'Or
E40_8_730,E40_8,580.97,730.00,,424.11,,,424.11,580.97,0,"'
- Una linea de 424.11 grs. de fino: 580.97 grs de bruto x ley  (730/1000)",La Milla d'Or
E40_8_565,E40_8,33.50,565.00,,18.93,,,18.93,33.50,0,"'
- Una linea de 18.93 grs. de fino: 33.5 grs de bruto x ley  (565/1000)",La Milla d'Or
E40_8_355,E40_8,0.46,355.00,,0.16,,,0.16,0.46,0,"'
- Una linea de 0.16 grs. de fino: 0.46 grs de bruto x ley  (355/1000)",La Milla d'Or
E40_9_710,E40_9,132.49,710.00,,94.07,,,94.07,132.49,0,"'
- Una linea de 94.07 grs. de fino: 132.49 grs de bruto x ley  (710/1000)",Nova Joia
E40_9_540,E40_9,44.61,540.00,,24.09,,,24.09,44.61,0,"'
- Una linea de 24.09 grs. de fino: 44.61 grs de bruto x ley  (540/1000)",Nova Joia
E40_10_720,E40_10,166.00,720.00,,119.52,,,119.52,166.00,0,"'
- Una linea de 119.52 grs. de fino: 166 grs de bruto x ley  (720/1000)",Gemma d'Or
E40_11_716,E40_11,240.83,716.00,,172.43,,,172.43,240.83,0,"'
- Una linea de 172.43 grs. de fino: 240.83 grs de bruto x ley  (716/1000)",OrCash
E40_12_875,E40_12,27.04,875.00,,23.66,,,23.66,27.04,0,"'
- Una linea de 23.66 grs. de fino: 27.04 grs de bruto x ley  (875/1000)",Nova Joia
E40_12_900,E40_12,125.04,900.00,,112.54,,,112.54,125.04,0,"'
- Una linea de 112.54 grs. de fino: 125.04 grs de bruto x ley  (900/1000)",Nova Joia
E40_12_710,E40_12,175.34,710.00,,124.49,,,124.49,175.34,0,"'
- Una linea de 124.49 grs. de fino: 175.34 grs de bruto x ley  (710/1000)",Nova Joia
E40_13_675,E40_13,146.15,675.00,,98.65,,,98.65,146.15,0,"'
- Una linea de 98.65 grs. de fino: 146.15 grs de bruto x ley  (675/1000)",OrCash
E40_14_733,E40_14,256.59,733.00,,188.08,,,188.08,256.59,0,"'
- Una linea de 188.08 grs. de fino: 256.59 grs de bruto x ley  (733/1000)",OrCash
E40_15_710,E40_15,76.67,710.00,,54.44,,,54.44,76.67,0,"'
- Una linea de 54.44 grs. de fino: 76.67 grs de bruto x ley  (710/1000)",Nova Joia
E40_15_900,E40_15,499.92,900.00,,449.93,,,449.93,499.92,0,"'
- Una linea de 449.93 grs. de fino: 499.92 grs de bruto x ley  (900/1000)",Nova Joia
E40_16_725,E40_16,550.70,725.00,,399.26,,,399.26,550.70,0,"'
- Una linea de 399.26 grs. de fino: 550.7 grs de bruto x ley  (725/1000)",OrCash
E41_1_999,E41_1,10.00,999.00,,9.99,,,9.99,10.00,0,"'
- Una linea de 9.99 grs. de fino: 10 grs de bruto x ley  (999/1000)",La Milla d'Or
E41_1_855,E41_1,7.87,855.00,,6.73,,,6.73,7.87,0,"'
- Una linea de 6.73 grs. de fino: 7.87 grs de bruto x ley  (855/1000)",La Milla d'Or
E41_1_730,E41_1,395.53,730.00,,288.74,,,288.74,395.53,0,"'
- Una linea de 288.74 grs. de fino: 395.53 grs de bruto x ley  (730/1000)",La Milla d'Or
E41_1_565,E41_1,4.21,565.00,,2.38,,,2.38,4.21,0,"'
- Una linea de 2.38 grs. de fino: 4.21 grs de bruto x ley  (565/1000)",La Milla d'Or
E41_2_710,E41_2,242.98,710.00,,172.52,,,172.52,242.98,0,"'
- Una linea de 172.52 grs. de fino: 242.98 grs de bruto x ley  (710/1000)",Nova Joia
E41_2_800,E41_2,2.53,800.00,,2.02,,,2.02,2.53,0,"'
- Una linea de 2.02 grs. de fino: 2.53 grs de bruto x ley  (800/1000)",Nova Joia
E41_2_300,E41_2,5.40,300.00,,1.62,,,1.62,5.40,0,"'
- Una linea de 1.62 grs. de fino: 5.4 grs de bruto x ley  (300/1000)",Nova Joia
E41_3_750,E41_3,219.50,750.00,,164.63,,,164.63,219.50,0,"'
- Una linea de 164.63 grs. de fino: 219.5 grs de bruto x ley  (750/1000)",Gemma d'Or
E41_4_713,E41_4,406.91,713.00,,290.13,,,290.13,406.91,0,"'
- Una linea de 290.13 grs. de fino: 406.91 grs de bruto x ley  (713/1000)",OrCash
E41_5_708,E41_5,103.00,708.00,,72.92,,,72.92,103.00,0,"'
- Una linea de 72.92 grs. de fino: 103 grs de bruto x ley  (708/1000)",Gaudia
E41_6_710,E41_6,240.78,710.00,,170.95,,,170.95,240.78,0,"'
- Una linea de 170.95 grs. de fino: 240.78 grs de bruto x ley  (710/1000)",Nova Joia
E41_6_833,E41_6,6.26,833.00,,5.21,,,5.21,6.26,0,"'
- Una linea de 5.21 grs. de fino: 6.26 grs de bruto x ley  (833/1000)",Nova Joia
E41_7_725,E41_7,98.00,725.00,,71.05,,,71.05,98.00,0,"'
- Una linea de 71.05 grs. de fino: 98 grs de bruto x ley  (725/1000)",Alquimia
E41_8_710,E41_8,111.53,710.00,,79.19,,,79.19,111.53,0,"'
- Una linea de 79.19 grs. de fino: 111.53 grs de bruto x ley  (710/1000)",Nova Joia
E41_8_540,E41_8,8.99,540.00,,4.85,,,4.85,8.99,0,"'
- Una linea de 4.85 grs. de fino: 8.99 grs de bruto x ley  (540/1000)",Nova Joia
E41_9.1_708,E41_9.1,135.00,708.00,,95.58,,,95.58,135.00,0,"'
- Una linea de 95.58 grs. de fino: 135 grs de bruto x ley  (708/1000)",Gaudia
E41_9.2_1000,E41_9.2,96.00,1000.00,,96.00,,,96.00,96.00,0,"'
- Una linea de 96 grs. de fino: 96 grs de bruto x ley  (1000/1000)",Gaudia
E41_10_745,E41_10,351.28,745.00,,261.70,,,261.70,351.28,0,"'
- Una linea de 261.7 grs. de fino: 351.28 grs de bruto x ley  (745/1000)",OrCash
E41_10_743,E41_10,418.77,743.00,,311.15,,,311.15,418.77,0,"'
- Una linea de 311.15 grs. de fino: 418.77 grs de bruto x ley  (743/1000)",OrCash
E41_11_710,E41_11,224.99,710.00,,159.74,,,159.74,224.99,0,"'
- Una linea de 159.74 grs. de fino: 224.99 grs de bruto x ley  (710/1000)",Nova Joia
E41_12_750,E41_12,165.00,750.00,,123.75,,,123.75,165.00,0,"'
- Una linea de 123.75 grs. de fino: 165 grs de bruto x ley  (750/1000)",Gaudia
E41_13_750,E41_13,500.64,750.00,,375.48,,,375.48,500.64,0,"'
- Una linea de 375.48 grs. de fino: 500.64 grs de bruto x ley  (750/1000)",OrCash
E41_15_780,E41_15,13.65,780.00,,10.65,,,10.65,13.65,0,"'
- Una linea de 10.65 grs. de fino: 13.65 grs de bruto x ley  (780/1000)",La Milla d'Or
E41_15_730,E41_15,370.75,730.00,,270.65,,,270.65,370.75,0,"'
- Una linea de 270.65 grs. de fino: 370.75 grs de bruto x ley  (730/1000)",La Milla d'Or
E41_15_355,E41_15,4.79,355.00,,1.70,,,1.70,4.79,0,"'
- Una linea de 1.7 grs. de fino: 4.79 grs de bruto x ley  (355/1000)",La Milla d'Or
E41_14_710,E41_14,117.21,710.00,,83.22,,,83.22,117.21,0,"'
- Una linea de 83.22 grs. de fino: 117.21 grs de bruto x ley  (710/1000)",Nova Joia
E41_14_900,E41_14,124.94,900.00,,112.45,,,112.45,124.94,0,"'
- Una linea de 112.45 grs. de fino: 124.94 grs de bruto x ley  (900/1000)",Nova Joia
E41_15_1000,E41_15,-8.00,1000.00,,-8.00,,checked,0.00,0.00,0,"'
- Una linea de -8 grs. de fino: -8 grs de bruto x ley  (1000/1000)",La Milla d'Or
E42_1_708,E42_1,153.47,708.00,,108.66,,,108.66,153.47,0,"'
- Una linea de 108.66 grs. de fino: 153.47 grs de bruto x ley  (708/1000)",Racó d'Or
E42_2_708,E42_2,118.89,708.00,,84.17,,,84.17,118.89,0,"'
- Una linea de 84.17 grs. de fino: 118.89 grs de bruto x ley  (708/1000)",Racó d'Or
E42_3_710,E42_3,202.03,710.00,,143.44,,,143.44,202.03,0,"'
- Una linea de 143.44 grs. de fino: 202.03 grs de bruto x ley  (710/1000)",Nova Joia
E42_4_750,E42_4,84.65,750.00,,63.49,,,63.49,84.65,0,"'
- Una linea de 63.49 grs. de fino: 84.65 grs de bruto x ley  (750/1000)",Gemma d'Or
E42_4_730,E42_4,95.50,730.00,,69.72,,,69.72,95.50,0,"'
- Una linea de 69.72 grs. de fino: 95.5 grs de bruto x ley  (730/1000)",Gemma d'Or
E42_5_880,E42_5,4.83,880.00,,4.25,,,4.25,4.83,0,"'
- Una linea de 4.25 grs. de fino: 4.83 grs de bruto x ley  (880/1000)",Nova Joia
E42_5_710,E42_5,120.33,710.00,,85.43,,,85.43,120.33,0,"'
- Una linea de 85.43 grs. de fino: 120.33 grs de bruto x ley  (710/1000)",Nova Joia
E42_5_900,E42_5,208.30,900.00,,187.47,,,187.47,208.30,0,"'
- Una linea de 187.47 grs. de fino: 208.3 grs de bruto x ley  (900/1000)",Nova Joia
E42_6.1_708,E42_6.1,95.97,708.00,,67.95,,,67.95,95.97,0,"'
- Una linea de 67.95 grs. de fino: 95.97 grs de bruto x ley  (708/1000)",Racó d'Or
E42_6.2_999,E42_6.2,41.77,999.00,,41.73,,,41.73,41.77,0,"'
- Una linea de 41.73 grs. de fino: 41.77 grs de bruto x ley  (999/1000)",Racó d'Or
E42_7_740,E42_7,226.15,740.00,,167.35,,,167.35,226.15,0,"'
- Una linea de 167.35 grs. de fino: 226.15 grs de bruto x ley  (740/1000)",Gemma d'Or
E42_8_705,E42_8,17.70,705.00,,12.48,,,12.48,17.70,0,"'
- Una linea de 12.48 grs. de fino: 17.7 grs de bruto x ley  (705/1000)",Alquimia
E42_8_900,E42_8,166.45,900.00,,149.81,,,149.81,166.45,0,"'
- Una linea de 149.81 grs. de fino: 166.45 grs de bruto x ley  (900/1000)",Alquimia
E42_9_710,E42_9,40.38,710.00,,28.67,,,28.67,40.38,0,"'
- Una linea de 28.67 grs. de fino: 40.38 grs de bruto x ley  (710/1000)",Nova Joia
E42_9_900,E42_9,249.98,900.00,,224.98,,,224.98,249.98,0,"'
- Una linea de 224.98 grs. de fino: 249.98 grs de bruto x ley  (900/1000)",Nova Joia
E42_10_708,E42_10,217.26,708.00,,153.82,,,153.82,217.26,0,"'
- Una linea de 153.82 grs. de fino: 217.26 grs de bruto x ley  (708/1000)",Racó d'Or
E42_11_855,E42_11,6.47,855.00,,5.53,,,5.53,6.47,0,"'
- Una linea de 5.53 grs. de fino: 6.47 grs de bruto x ley  (855/1000)",La Milla d'Or
E42_11_780,E42_11,27.05,780.00,,21.10,,,21.10,27.05,0,"'
- Una linea de 21.1 grs. de fino: 27.05 grs de bruto x ley  (780/1000)",La Milla d'Or
E42_11_730,E42_11,338.62,730.00,,247.19,,,247.19,338.62,0,"'
- Una linea de 247.19 grs. de fino: 338.62 grs de bruto x ley  (730/1000)",La Milla d'Or
E42_11_565,E42_11,1.58,565.00,,0.89,,,0.89,1.58,0,"'
- Una linea de 0.89 grs. de fino: 1.58 grs de bruto x ley  (565/1000)",La Milla d'Or
E42_12_710,E42_12,53.04,710.00,,37.66,,,37.66,53.04,0,"'
- Una linea de 37.66 grs. de fino: 53.04 grs de bruto x ley  (710/1000)",Nova Joia
E42_12_666,E42_12,6.90,666.00,,4.60,,,4.60,6.90,0,"'
- Una linea de 4.6 grs. de fino: 6.9 grs de bruto x ley  (666/1000)",Nova Joia
E42_12_335,E42_12,1.95,335.00,,0.65,,,0.65,1.95,0,"'
- Una linea de 0.65 grs. de fino: 1.95 grs de bruto x ley  (335/1000)",Nova Joia
E42_13_730,E42_13,128.40,730.00,,93.73,,,93.73,128.40,0,"'
- Una linea de 93.73 grs. de fino: 128.4 grs de bruto x ley  (730/1000)",Gemma d'Or
E42_13_730,E42_13,96.00,730.00,,70.08,,,70.08,96.00,0,"'
- Una linea de 70.08 grs. de fino: 96 grs de bruto x ley  (730/1000)",Gemma d'Or
E42_14_710,E42_14,292.83,710.00,,207.91,,,207.91,292.83,0,"'
- Una linea de 207.91 grs. de fino: 292.83 grs de bruto x ley  (710/1000)",Nova Joia
E42_14_540,E42_14,5.01,540.00,,2.71,,,2.71,5.01,0,"'
- Una linea de 2.71 grs. de fino: 5.01 grs de bruto x ley  (540/1000)",Nova Joia
E42_15_708,E42_15,246.37,708.00,,174.43,,,174.43,246.37,0,"'
- Una linea de 174.43 grs. de fino: 246.37 grs de bruto x ley  (708/1000)",Racó d'Or
E42_16_780,E42_16,35.92,780.00,,28.02,,,28.02,35.92,0,"'
- Una linea de 28.02 grs. de fino: 35.92 grs de bruto x ley  (780/1000)",La Milla d'Or
E42_16_730,E42_16,263.05,730.00,,192.03,,,192.03,263.05,0,"'
- Una linea de 192.03 grs. de fino: 263.05 grs de bruto x ley  (730/1000)",La Milla d'Or
E42_16_646,E42_16,12.58,646.00,,8.13,,,8.13,12.58,0,"'
- Una linea de 8.13 grs. de fino: 12.58 grs de bruto x ley  (646/1000)",La Milla d'Or
E42_16_565,E42_16,4.55,565.00,,2.57,,,2.57,4.55,0,"'
- Una linea de 2.57 grs. de fino: 4.55 grs de bruto x ley  (565/1000)",La Milla d'Or
E42_17_737,E42_17,167.62,737.00,,123.54,,,123.54,167.62,0,"'
- Una linea de 123.54 grs. de fino: 167.62 grs de bruto x ley  (737/1000)",Alquimia
E42_18_710,E42_18,313.94,710.00,,222.90,,,222.90,313.94,0,"'
- Una linea de 222.9 grs. de fino: 313.94 grs de bruto x ley  (710/1000)",Nova Joia
E42_18_740,E42_18,7.04,740.00,,5.21,,,5.21,7.04,0,"'
- Una linea de 5.21 grs. de fino: 7.04 grs de bruto x ley  (740/1000)",Nova Joia
E42_19_712,E42_19,525.20,712.00,,373.94,,,373.94,525.20,0,"'
- Una linea de 373.94 grs. de fino: 525.2 grs de bruto x ley  (712/1000)",OrCash
E42_20_670,E42_20,203.50,670.00,,136.35,,,136.35,203.50,0,"'
- Una linea de 136.35 grs. de fino: 203.5 grs de bruto x ley  (670/1000)",Gemma d'Or
E42_21_766,E42_21,318.96,766.00,,244.32,,,244.32,318.96,0,"'
- Una linea de 244.32 grs. de fino: 318.96 grs de bruto x ley  (766/1000)",OrCash
E44_4_730,E44_4,299.60,730.00,,218.71,,,218.71,299.60,0,"'
- Una linea de 218.71 grs. de fino: 299.6 grs de bruto x ley  (730/1000)",Gemma d'Or
E44_6_540,E44_6,5.76,540.00,,3.11,,,3.11,5.76,0,"'
- Una linea de 3.11 grs. de fino: 5.76 grs de bruto x ley  (540/1000)",Nova Joia
E43_1_730,E43_1,210.74,730.00,,153.84,,,153.84,210.74,0,"'
- Una linea de 153.84 grs. de fino: 210.74 grs de bruto x ley  (730/1000)",Gemma d'Or
E43_2_730,E43_2,144.53,730.00,,105.51,,,105.51,144.53,0,"'
- Una linea de 105.51 grs. de fino: 144.53 grs de bruto x ley  (730/1000)",Racó d'Or
E43_3_710,E43_3,322.38,710.00,,228.89,,,228.89,322.38,0,"'
- Una linea de 228.89 grs. de fino: 322.38 grs de bruto x ley  (710/1000)",Nova Joia
E43_3_580,E43_3,14.31,580.00,,8.30,,,8.30,14.31,0,"'
- Una linea de 8.3 grs. de fino: 14.31 grs de bruto x ley  (580/1000)",Nova Joia
E43_4_725,E43_4,503.05,725.00,,364.71,,,364.71,503.05,0,"'
- Una linea de 364.71 grs. de fino: 503.05 grs de bruto x ley  (725/1000)",OrCash
E43_5_1000,E43_5,298.56,1000.00,,298.56,,,298.56,298.56,0,"'
- Una linea de 298.56 grs. de fino: 298.56 grs de bruto x ley  (1000/1000)",OrCash
E43_6_708,E43_6,285.67,708.00,,202.25,,,202.25,285.67,0,"'
- Una linea de 202.25 grs. de fino: 285.67 grs de bruto x ley  (708/1000)",Racó d'Or
E43_7_780,E43_7,51.20,780.00,,39.94,,,39.94,51.20,0,"'
- Una linea de 39.94 grs. de fino: 51.2 grs de bruto x ley  (780/1000)",La Milla d'Or
E43_7_730,E43_7,580.97,730.00,,424.11,,,424.11,580.97,0,"'
- Una linea de 424.11 grs. de fino: 580.97 grs de bruto x ley  (730/1000)",La Milla d'Or
E43_7_646,E43_7,4.65,646.00,,3.00,,,3.00,4.65,0,"'
- Una linea de 3 grs. de fino: 4.65 grs de bruto x ley  (646/1000)",La Milla d'Or
E43_7_565,E43_7,10.41,565.00,,5.88,,,5.88,10.41,0,"'
- Una linea de 5.88 grs. de fino: 10.41 grs de bruto x ley  (565/1000)",La Milla d'Or
E43_7_355,E43_7,6.71,355.00,,2.38,,,2.38,6.71,0,"'
- Una linea de 2.38 grs. de fino: 6.71 grs de bruto x ley  (355/1000)",La Milla d'Or
E43_7_1000,E43_7,-5.50,1000.00,,-5.50,,checked,0.00,0.00,0,"'
- Una linea de -5.5 grs. de fino: -5.5 grs de bruto x ley  (1000/1000)",La Milla d'Or
E43_8_710,E43_8,120.86,710.00,,85.81,,,85.81,120.86,0,"'
- Una linea de 85.81 grs. de fino: 120.86 grs de bruto x ley  (710/1000)",Nova Joia
E43_8_540,E43_8,12.93,540.00,,6.98,,,6.98,12.93,0,"'
- Una linea de 6.98 grs. de fino: 12.93 grs de bruto x ley  (540/1000)",Nova Joia
E43_9_775,E43_9,412.64,775.00,,319.80,,,319.80,412.64,0,"'
- Una linea de 319.8 grs. de fino: 412.64 grs de bruto x ley  (775/1000)",OrCash
E43_10_730,E43_10,251.20,730.00,,183.38,,,183.38,251.20,0,"'
- Una linea de 183.38 grs. de fino: 251.2 grs de bruto x ley  (730/1000)",Gemma d'Or
E43_11_880,E43_11,179.50,880.00,,157.96,,,157.96,179.50,0,"'
- Una linea de 157.96 grs. de fino: 179.5 grs de bruto x ley  (880/1000)",Gemma d'Or
E43_12_750,E43_12,17.60,750.00,,13.20,,,13.20,17.60,0,"'
- Una linea de 13.2 grs. de fino: 17.6 grs de bruto x ley  (750/1000)",Alquimia
E43_13_996.5,E43_13,1000.00,996.50,,996.50,,,996.50,1000.00,0,"'
- Una linea de 996.5 grs. de fino: 1000 grs de bruto x ley  (996.5/1000)",Nova Joia
E43_14_708,E43_14,226.46,708.00,,160.33,,,160.33,226.46,0,"'
- Una linea de 160.33 grs. de fino: 226.46 grs de bruto x ley  (708/1000)",Racó d'Or
E43_15_737,E43_15,458.50,737.00,,337.91,,,337.91,458.50,0,"'
- Una linea de 337.91 grs. de fino: 458.5 grs de bruto x ley  (737/1000)",OrCash
E43_16_737.5,E43_16,580.68,737.50,,428.25,,,428.25,580.68,0,"'
- Una linea de 428.25 grs. de fino: 580.68 grs de bruto x ley  (737.5/1000)",OrCash
E44_1_833,E44_1,83.36,833.00,,69.44,,,69.44,83.36,0,"'
- Una linea de 69.44 grs. de fino: 83.36 grs de bruto x ley  (833/1000)",Racó d'Or
E44_1_750,E44_1,389.09,750.00,,291.82,,,291.82,389.09,0,"'
- Una linea de 291.82 grs. de fino: 389.09 grs de bruto x ley  (750/1000)",Racó d'Or
E44_1_708,E44_1,113.94,708.00,,80.67,,,80.67,113.94,0,"'
- Una linea de 80.67 grs. de fino: 113.94 grs de bruto x ley  (708/1000)",Racó d'Or
E44_2_780,E44_2,1.26,780.00,,0.98,,,0.98,1.26,0,"'
- Una linea de 0.98 grs. de fino: 1.26 grs de bruto x ley  (780/1000)",La Milla d'Or
E44_2_730,E44_2,228.08,730.00,,166.50,,,166.50,228.08,0,"'
- Una linea de 166.5 grs. de fino: 228.08 grs de bruto x ley  (730/1000)",La Milla d'Or
E44_2_565,E44_2,30.76,565.00,,17.38,,,17.38,30.76,0,"'
- Una linea de 17.38 grs. de fino: 30.76 grs de bruto x ley  (565/1000)",La Milla d'Or
