Linea,Paquete,Peso Bruto _ CL,Ley_CL,kts,Fino,P.V,no cuenta Peso,fino_CL,bruto_peso,fino*pv,Exp,Cliente
E44_2_355,E44_2,8.35,355.00,,2.96,,,2.96,8.35,0,"'
- Una linea de 2.96 grs. de fino: 8.35 grs de bruto x ley  (355/1000)",La Milla d'Or
E44_2_1000,E44_2,-10.00,1000.00,,-10.00,,checked,0.00,0.00,0,"'
- Una linea de -10 grs. de fino: -10 grs de bruto x ley  (1000/1000)",La Milla d'Or
E44_3_741,E44_3,453.23,741.00,,335.84,,,335.84,453.23,0,"'
- Una linea de 335.84 grs. de fino: 453.23 grs de bruto x ley  (741/1000)",OrCash
E44_5_730,E44_5,302.64,730.00,,220.93,,,220.93,302.64,0,"'
- Una linea de 220.93 grs. de fino: 302.64 grs de bruto x ley  (730/1000)",Gemma d'Or
E44_6_710,E44_6,600.21,710.00,,426.15,,,426.15,600.21,0,"'
- Una linea de 426.15 grs. de fino: 600.21 grs de bruto x ley  (710/1000)",Nova Joia
E44_6_740,E44_6,24.86,740.00,,18.40,,,18.40,24.86,0,"'
- Una linea de 18.4 grs. de fino: 24.86 grs de bruto x ley  (740/1000)",Nova Joia
E44_6_630,E44_6,10.13,630.00,,6.38,,,6.38,10.13,0,"'
- Una linea de 6.38 grs. de fino: 10.13 grs de bruto x ley  (630/1000)",Nova Joia
E44_6_530,E44_6,20.07,530.00,,10.64,,,10.64,20.07,0,"'
- Una linea de 10.64 grs. de fino: 20.07 grs de bruto x ley  (530/1000)",Nova Joia
E44_7_375,E44_7,20.00,375.00,,7.50,,,7.50,20.00,0,"'
- Una linea de 7.5 grs. de fino: 20 grs de bruto x ley  (375/1000)",Racó d'Or
E44_8_710,E44_8,241.12,710.00,,171.20,,,171.20,241.12,0,"'
- Una linea de 171.2 grs. de fino: 241.12 grs de bruto x ley  (710/1000)",Nova Joia
E44_8_540,E44_8,23.36,540.00,,12.61,,,12.61,23.36,0,"'
- Una linea de 12.61 grs. de fino: 23.36 grs de bruto x ley  (540/1000)",Nova Joia
E44_9_708,E44_9,346.33,708.00,,245.20,,,245.20,346.33,0,"'
- Una linea de 245.2 grs. de fino: 346.33 grs de bruto x ley  (708/1000)",Racó d'Or
E44_11_1000,E44_11,100.00,1000.00,,100.00,,,100.00,100.00,0,"'
- Una linea de 100 grs. de fino: 100 grs de bruto x ley  (1000/1000)",La Milla d'Or
E44_10_780,E44_10,34.90,780.00,,27.22,,,27.22,34.90,0,"'
- Una linea de 27.22 grs. de fino: 34.9 grs de bruto x ley  (780/1000)",La Milla d'Or
E44_10_730,E44_10,272.78,730.00,,199.13,,,199.13,272.78,0,"'
- Una linea de 199.13 grs. de fino: 272.78 grs de bruto x ley  (730/1000)",La Milla d'Or
E44_10_565,E44_10,7.19,565.00,,4.06,,,4.06,7.19,0,"'
- Una linea de 4.06 grs. de fino: 7.19 grs de bruto x ley  (565/1000)",La Milla d'Or
E44_12_710,E44_12,277.70,710.00,,197.17,,,197.17,277.70,0,"'
- Una linea de 197.17 grs. de fino: 277.7 grs de bruto x ley  (710/1000)",Nova Joia
E44_12_740,E44_12,21.80,740.00,,16.13,,,16.13,21.80,0,"'
- Una linea de 16.13 grs. de fino: 21.8 grs de bruto x ley  (740/1000)",Nova Joia
E44_13_716,E44_13,449.24,716.00,,321.66,,,321.66,449.24,0,"'
- Una linea de 321.66 grs. de fino: 449.24 grs de bruto x ley  (716/1000)",OrCash
E46_3_750,E46_3,121.20,750.00,,90.90,,,90.90,121.20,0,"'
- Una linea de 90.9 grs. de fino: 121.2 grs de bruto x ley  (750/1000)",Gemma d'Or
E44_14_770,E44_14,31.10,770.00,,23.95,,,23.95,31.10,0,"'
- Una linea de 23.95 grs. de fino: 31.1 grs de bruto x ley  (770/1000)",Nova Joia
E44_14_540,E44_14,108.18,540.00,,58.42,,,58.42,108.18,0,"'
- Una linea de 58.42 grs. de fino: 108.18 grs de bruto x ley  (540/1000)",Nova Joia
E44_14_710,E44_14,8.11,710.00,,5.76,,,5.76,8.11,0,"'
- Una linea de 5.76 grs. de fino: 8.11 grs de bruto x ley  (710/1000)",Nova Joia
E44_15_740,E44_15,122.10,740.00,,90.35,,,90.35,122.10,0,"'
- Una linea de 90.35 grs. de fino: 122.1 grs de bruto x ley  (740/1000)",Gemma d'Or
E44_8_208,E44_8,30.00,208.00,,6.24,,,6.24,30.00,0,"'
- Una linea de 6.24 grs. de fino: 30 grs de bruto x ley  (208/1000)",Nova Joia
E44_16_708,E44_16,240.07,708.00,,169.97,,,169.97,240.07,0,"'
- Una linea de 169.97 grs. de fino: 240.07 grs de bruto x ley  (708/1000)",Racó d'Or
E44_15_710,E44_15,97.20,710.00,,69.01,,,69.01,97.20,0,"'
- Una linea de 69.01 grs. de fino: 97.2 grs de bruto x ley  (710/1000)",Gemma d'Or
E45_1_708,E45_1,307.44,708.00,,217.67,,,217.67,307.44,0,"'
- Una linea de 217.67 grs. de fino: 307.44 grs de bruto x ley  (708/1000)",Racó d'Or
E45_2_729,E45_2,292.00,729.00,,212.87,,,212.87,292.00,0,"'
- Una linea de 212.87 grs. de fino: 292 grs de bruto x ley  (729/1000)",OrCash
E45_3_780,E45_3,37.46,780.00,,29.22,,,29.22,37.46,0,"'
- Una linea de 29.22 grs. de fino: 37.46 grs de bruto x ley  (780/1000)",La Milla d'Or
E45_3_730,E45_3,519.24,730.00,,379.05,,,379.05,519.24,0,"'
- Una linea de 379.05 grs. de fino: 519.24 grs de bruto x ley  (730/1000)",La Milla d'Or
E45_3_565,E45_3,5.25,565.00,,2.97,,,2.97,5.25,0,"'
- Una linea de 2.97 grs. de fino: 5.25 grs de bruto x ley  (565/1000)",La Milla d'Or
E45_4_710,E45_4,597.34,710.00,,424.11,,,424.11,597.34,0,"'
- Una linea de 424.11 grs. de fino: 597.34 grs de bruto x ley  (710/1000)",Nova Joia
E45_5_710,E45_5,165.36,710.00,,117.41,,,117.41,165.36,0,"'
- Una linea de 117.41 grs. de fino: 165.36 grs de bruto x ley  (710/1000)",Nova Joia
E45_5_750,E45_5,75.77,750.00,,56.83,,,56.83,75.77,0,"'
- Una linea de 56.83 grs. de fino: 75.77 grs de bruto x ley  (750/1000)",Nova Joia
E45_5_700,E45_5,115.08,700.00,,80.56,,,80.56,115.08,0,"'
- Una linea de 80.56 grs. de fino: 115.08 grs de bruto x ley  (700/1000)",Nova Joia
E45_6_750,E45_6,152.60,750.00,,114.45,,,114.45,152.60,0,"'
- Una linea de 114.45 grs. de fino: 152.6 grs de bruto x ley  (750/1000)",Gemma d'Or
E45_7_716,E45_7,339.27,716.00,,242.92,,,242.92,339.27,0,"'
- Una linea de 242.92 grs. de fino: 339.27 grs de bruto x ley  (716/1000)",OrCash
E45_8_780,E45_8,2.67,780.00,,2.08,,,2.08,2.67,0,"'
- Una linea de 2.08 grs. de fino: 2.67 grs de bruto x ley  (780/1000)",La Milla d'Or
E45_8_730,E45_8,481.76,730.00,,351.68,,,351.68,481.76,0,"'
- Una linea de 351.68 grs. de fino: 481.76 grs de bruto x ley  (730/1000)",La Milla d'Or
E45_8_565,E45_8,5.57,565.00,,3.15,,,3.15,5.57,0,"'
- Una linea de 3.15 grs. de fino: 5.57 grs de bruto x ley  (565/1000)",La Milla d'Or
E45_8_355,E45_8,1.33,355.00,,0.47,,,0.47,1.33,0,"'
- Una linea de 0.47 grs. de fino: 1.33 grs de bruto x ley  (355/1000)",La Milla d'Or
E45_9_792,E45_9,77.05,792.00,,61.02,,,61.02,77.05,0,"'
- Una linea de 61.02 grs. de fino: 77.05 grs de bruto x ley  (792/1000)",Nova Joia
E45_9_710,E45_9,401.77,710.00,,285.26,,,285.26,401.77,0,"'
- Una linea de 285.26 grs. de fino: 401.77 grs de bruto x ley  (710/1000)",Nova Joia
E45_9_740,E45_9,14.20,740.00,,10.51,,,10.51,14.20,0,"'
- Una linea de 10.51 grs. de fino: 14.2 grs de bruto x ley  (740/1000)",Nova Joia
E45_9_690,E45_9,8.59,690.00,,5.93,,,5.93,8.59,0,"'
- Una linea de 5.93 grs. de fino: 8.59 grs de bruto x ley  (690/1000)",Nova Joia
E45_10_720,E45_10,112.20,720.00,,80.78,,,80.78,112.20,0,"'
- Una linea de 80.78 grs. de fino: 112.2 grs de bruto x ley  (720/1000)",Gemma d'Or
E45_10_730,E45_10,107.00,730.00,,78.11,,,78.11,107.00,0,"'
- Una linea de 78.11 grs. de fino: 107 grs de bruto x ley  (730/1000)",Gemma d'Or
E45_11_730,E45_11,517.70,730.00,,377.92,,,377.92,517.70,0,"'
- Una linea de 377.92 grs. de fino: 517.7 grs de bruto x ley  (730/1000)",OrCash
E45_12_710,E45_12,129.83,710.00,,92.18,,,92.18,129.83,0,"'
- Una linea de 92.18 grs. de fino: 129.83 grs de bruto x ley  (710/1000)",Nova Joia
E45_13_916.6,E45_13,169.65,916.60,,155.50,,,155.50,169.65,0,"'
- Una linea de 155.5 grs. de fino: 169.65 grs de bruto x ley  (916.6/1000)",Gemma d'Or
E45_14_708,E45_14,295.69,708.00,,209.35,,,209.35,295.69,0,"'
- Una linea de 209.35 grs. de fino: 295.69 grs de bruto x ley  (708/1000)",Racó d'Or
E45_14_916,E45_14,44.32,916.00,,40.60,,,40.60,44.32,0,"'
- Una linea de 40.6 grs. de fino: 44.32 grs de bruto x ley  (916/1000)",Racó d'Or
E45_12_710,E45_12,144.62,710.00,,102.68,,,102.68,144.62,0,"'
- Una linea de 102.68 grs. de fino: 144.62 grs de bruto x ley  (710/1000)",Nova Joia
E45_12_730,E45_12,33.64,730.00,,24.56,,,24.56,33.64,0,"'
- Una linea de 24.56 grs. de fino: 33.64 grs de bruto x ley  (730/1000)",Nova Joia
E46_1_710,E46_1,137.45,710.00,,97.59,,,97.59,137.45,0,"'
- Una linea de 97.59 grs. de fino: 137.45 grs de bruto x ley  (710/1000)",Nova Joia
E46_2_708,E46_2,237.08,708.00,,167.85,,,167.85,237.08,0,"'
- Una linea de 167.85 grs. de fino: 237.08 grs de bruto x ley  (708/1000)",Racó d'Or
E46_3_760,E46_3,113.63,760.00,,86.36,,,86.36,113.63,0,"'
- Una linea de 86.36 grs. de fino: 113.63 grs de bruto x ley  (760/1000)",Gemma d'Or
E46_4_780,E46_4,24.09,780.00,,18.79,,,18.79,24.09,0,"'
- Una linea de 18.79 grs. de fino: 24.09 grs de bruto x ley  (780/1000)",La Milla d'Or
E46_4_730,E46_4,385.68,730.00,,281.55,,,281.55,385.68,0,"'
- Una linea de 281.55 grs. de fino: 385.68 grs de bruto x ley  (730/1000)",La Milla d'Or
E46_4_565,E46_4,27.82,565.00,,15.72,,,15.72,27.82,0,"'
- Una linea de 15.72 grs. de fino: 27.82 grs de bruto x ley  (565/1000)",La Milla d'Or
E46_4_1000,E46_4,-8.00,1000.00,,-8.00,,checked,0.00,0.00,0,"'
- Una linea de -8 grs. de fino: -8 grs de bruto x ley  (1000/1000)",La Milla d'Or
E46_5_710,E46_5,104.22,710.00,,74.00,,,74.00,104.22,0,"'
- Una linea de 74 grs. de fino: 104.22 grs de bruto x ley  (710/1000)",Nova Joia
E46_5_730,E46_5,15.90,730.00,,11.61,,,11.61,15.90,0,"'
- Una linea de 11.61 grs. de fino: 15.9 grs de bruto x ley  (730/1000)",Nova Joia
E46_6_710,E46_6,187.93,710.00,,133.43,,,133.43,187.93,0,"'
- Una linea de 133.43 grs. de fino: 187.93 grs de bruto x ley  (710/1000)",Nova Joia
E46_6_750,E46_6,50.10,750.00,,37.58,,,37.58,50.10,0,"'
- Una linea de 37.58 grs. de fino: 50.1 grs de bruto x ley  (750/1000)",Nova Joia
E46_6_540,E46_6,18.21,540.00,,9.83,,,9.83,18.21,0,"'
- Una linea de 9.83 grs. de fino: 18.21 grs de bruto x ley  (540/1000)",Nova Joia
E46_7_752,E46_7,5.85,752.00,,4.40,,,4.40,5.85,0,"'
- Una linea de 4.4 grs. de fino: 5.85 grs de bruto x ley  (752/1000)",Alquimia
E46_7_742,E46_7,8.92,742.00,,6.62,,,6.62,8.92,0,"'
- Una linea de 6.62 grs. de fino: 8.92 grs de bruto x ley  (742/1000)",Alquimia
E46_7_733,E46_7,45.72,733.00,,33.51,,,33.51,45.72,0,"'
- Una linea de 33.51 grs. de fino: 45.72 grs de bruto x ley  (733/1000)",Alquimia
E46_8_720,E46_8,266.80,720.00,,192.10,,,192.10,266.80,0,"'
- Una linea de 192.1 grs. de fino: 266.8 grs de bruto x ley  (720/1000)",Gemma d'Or
E46_9_725,E46_9,499.16,725.00,24,361.89,,,361.89,499.16,0,"'
- Una linea de 361.89 grs. de fino: 499.16 grs de bruto x ley 24 kts (725/1000)",OrCash
E46_12_720.84,E46_12,513.11,720.84,,369.87,,,369.87,513.11,0,"'
- Una linea de 369.87 grs. de fino: 513.11 grs de bruto x ley  (720.84/1000)",OrCash
E46_10_355,E46_10,21.73,355.00,9,7.71,,,7.71,21.73,0,"'
- Una linea de 7.71 grs. de fino: 21.73 grs de bruto x ley 9 kts (355/1000)",La Milla d'Or
E46_10_565,E46_10,61.20,565.00,14,34.58,,,34.58,61.20,0,"'
- Una linea de 34.58 grs. de fino: 61.2 grs de bruto x ley 14 kts (565/1000)",La Milla d'Or
E46_10_730,E46_10,509.90,730.00,18,372.23,,,372.23,509.90,0,"'
- Una linea de 372.23 grs. de fino: 509.9 grs de bruto x ley 18 kts (730/1000)",La Milla d'Or
E46_10_780,E46_10,10.53,780.00,19,8.21,,,8.21,10.53,0,"'
- Una linea de 8.21 grs. de fino: 10.53 grs de bruto x ley 19 kts (780/1000)",La Milla d'Or
E46_10_896,E46_10,8.15,896.00,22,7.30,,,7.30,8.15,0,"'
- Una linea de 7.3 grs. de fino: 8.15 grs de bruto x ley 22 kts (896/1000)",La Milla d'Or
E46_11_700,E46_11,82.60,700.00,,57.82,,,57.82,82.60,0,"'
- Una linea de 57.82 grs. de fino: 82.6 grs de bruto x ley  (700/1000)",Gemma d'Or
E46_11_900,E46_11,26.50,900.00,,23.85,,,23.85,26.50,0,"'
- Una linea de 23.85 grs. de fino: 26.5 grs de bruto x ley  (900/1000)",Gemma d'Or
E46_11_600,E46_11,24.70,600.00,,14.82,,,14.82,24.70,0,"'
- Una linea de 14.82 grs. de fino: 24.7 grs de bruto x ley  (600/1000)",Gemma d'Or
E46_13_750,E46_13,85.60,750.00,,64.20,,,64.20,85.60,0,"'
- Una linea de 64.2 grs. de fino: 85.6 grs de bruto x ley  (750/1000)",Nova Joia
E46_13_710,E46_13,404.47,710.00,,287.17,,,287.17,404.47,0,"'
- Una linea de 287.17 grs. de fino: 404.47 grs de bruto x ley  (710/1000)",Nova Joia
E46_14_708,E46_14,229.80,708.00,17,162.70,,,162.70,229.80,0,"'
- Una linea de 162.7 grs. de fino: 229.8 grs de bruto x ley 17 kts (708/1000)",Racó d'Or
E46_15_730,E46_15,474.29,730.00,18,346.23,,,346.23,474.29,0,"'
- Una linea de 346.23 grs. de fino: 474.29 grs de bruto x ley 18 kts (730/1000)",La Milla d'Or
E46_15_565,E46_15,0.98,565.00,14,0.55,,,0.55,0.98,0,"'
- Una linea de 0.55 grs. de fino: 0.98 grs de bruto x ley 14 kts (565/1000)",La Milla d'Or
E48_10_780,E48_10,28.21,780.00,,22.00,,,22.00,28.21,0,"'
- Una linea de 22 grs. de fino: 28.21 grs de bruto x ley  (780/1000)",La Milla d'Or
E46_16_780,E46_16,5.89,780.00,19,4.59,,,4.59,5.89,0,"'
- Una linea de 4.59 grs. de fino: 5.89 grs de bruto x ley 19 kts (780/1000)",La Milla d'Or
E46_16_730,E46_16,260.96,730.00,18,190.50,,,190.50,260.96,0,"'
- Una linea de 190.5 grs. de fino: 260.96 grs de bruto x ley 18 kts (730/1000)",La Milla d'Or
E46_16_565,E46_16,1.88,565.00,14,1.06,,,1.06,1.88,0,"'
- Una linea de 1.06 grs. de fino: 1.88 grs de bruto x ley 14 kts (565/1000)",La Milla d'Or
E46_17_710,E46_17,597.66,710.00,,424.34,,,424.34,597.66,0,"'
- Una linea de 424.34 grs. de fino: 597.66 grs de bruto x ley  (710/1000)",Nova Joia
E46_17_720,E46_17,24.28,720.00,,17.48,,,17.48,24.28,0,"'
- Una linea de 17.48 grs. de fino: 24.28 grs de bruto x ley  (720/1000)",Nova Joia
E48_10_730,E48_10,358.28,730.00,,261.54,,,261.54,358.28,0,"'
- Una linea de 261.54 grs. de fino: 358.28 grs de bruto x ley  (730/1000)",La Milla d'Or
E46_18_710,E46_18,220.00,710.00,,156.20,,,156.20,220.00,0,"'
- Una linea de 156.2 grs. de fino: 220 grs de bruto x ley  (710/1000)",Gemma d'Or
E46_19_670,E46_19,202.21,670.00,,135.48,,,135.48,202.21,0,"'
- Una linea de 135.48 grs. de fino: 202.21 grs de bruto x ley  (670/1000)",OrCash
E46_19_500,E46_19,59.01,500.00,,29.51,,,29.51,59.01,0,"'
- Una linea de 29.51 grs. de fino: 59.01 grs de bruto x ley  (500/1000)",OrCash
E46_21_710,E46_21,90.44,710.00,,64.21,,,64.21,90.44,0,"'
- Una linea de 64.21 grs. de fino: 90.44 grs de bruto x ley  (710/1000)",Nova Joia
E46_21_810,E46_21,5.70,810.00,,4.62,,,4.62,5.70,0,"'
- Una linea de 4.62 grs. de fino: 5.7 grs de bruto x ley  (810/1000)",Nova Joia
E46_21_540,E46_21,2.51,540.00,,1.36,,,1.36,2.51,0,"'
- Una linea de 1.36 grs. de fino: 2.51 grs de bruto x ley  (540/1000)",Nova Joia
E46_20_716.5,E46_20,517.16,716.50,,370.55,,,370.55,517.16,0,"'
- Una linea de 370.55 grs. de fino: 517.16 grs de bruto x ley  (716.5/1000)",OrCash
E46_20_1000,E46_20,-10.10,1000.00,,-10.10,,,-10.10,-10.10,0,"'
- Una linea de -10.1 grs. de fino: -10.1 grs de bruto x ley  (1000/1000)",OrCash
E46_22_708,E46_22,382.17,708.00,,270.58,,,270.58,382.17,0,"'
- Una linea de 270.58 grs. de fino: 382.17 grs de bruto x ley  (708/1000)",Racó d'Or
E47_1_780,E47_1,8.60,780.00,19,6.71,,,6.71,8.60,0,"'
- Una linea de 6.71 grs. de fino: 8.6 grs de bruto x ley 19 kts (780/1000)",La Milla d'Or
E47_1_730,E47_1,393.09,730.00,18,286.96,,,286.96,393.09,0,"'
- Una linea de 286.96 grs. de fino: 393.09 grs de bruto x ley 18 kts (730/1000)",La Milla d'Or
E47_1_565,E47_1,43.39,565.00,14,24.52,,,24.52,43.39,0,"'
- Una linea de 24.52 grs. de fino: 43.39 grs de bruto x ley 14 kts (565/1000)",La Milla d'Or
E47_1_355,E47_1,0.23,355.00,9,0.08,,,0.08,0.23,0,"'
- Una linea de 0.08 grs. de fino: 0.23 grs de bruto x ley 9 kts (355/1000)",La Milla d'Or
E47_1_1000,E47_1,-9.00,1000.00,24,-9.00,,checked,0.00,0.00,0,"'
- Una linea de -9 grs. de fino: -9 grs de bruto x ley 24 kts (1000/1000)",La Milla d'Or
E47_2_708,E47_2,159.28,708.00,,112.77,,,112.77,159.28,0,"'
- Una linea de 112.77 grs. de fino: 159.28 grs de bruto x ley  (708/1000)",Racó d'Or
E47_1_,E47_1,,,,0.00,,,0.00,,0,"'
- Una linea de 0 grs. de fino: NaN grs de bruto x ley  (NaN/1000)",La Milla d'Or
E47_3_710,E47_3,161.00,710.00,,114.31,,,114.31,161.00,0,"'
- Una linea de 114.31 grs. de fino: 161 grs de bruto x ley  (710/1000)",Gemma d'Or
E47_4_833,E47_4,324.83,833.00,,270.58,,,270.58,324.83,0,"'
- Una linea de 270.58 grs. de fino: 324.83 grs de bruto x ley  (833/1000)",Gaudia
E47_4_708,E47_4,268.13,708.00,,189.84,,,189.84,268.13,0,"'
- Una linea de 189.84 grs. de fino: 268.13 grs de bruto x ley  (708/1000)",Gaudia
E47_5_710,E47_5,465.16,710.00,,330.26,,,330.26,465.16,0,"'
- Una linea de 330.26 grs. de fino: 465.16 grs de bruto x ley  (710/1000)",Nova Joia
E47_5_710,E47_5,31.91,710.00,,22.66,,,22.66,31.91,0,"'
- Una linea de 22.66 grs. de fino: 31.91 grs de bruto x ley  (710/1000)",Nova Joia
E47_5_670,E47_5,36.07,670.00,,24.17,,,24.17,36.07,0,"'
- Una linea de 24.17 grs. de fino: 36.07 grs de bruto x ley  (670/1000)",Nova Joia
E47_5_790,E47_5,64.81,790.00,,51.20,,,51.20,64.81,0,"'
- Una linea de 51.2 grs. de fino: 64.81 grs de bruto x ley  (790/1000)",Nova Joia
E47_6_701,E47_6,506.46,701.00,,355.03,,,355.03,506.46,0,"'
- Una linea de 355.03 grs. de fino: 506.46 grs de bruto x ley  (701/1000)",Gaudia
E47_7_720.83,E47_7,503.60,720.83,,363.01,,,363.01,503.60,0,"'
- Una linea de 363.01 grs. de fino: 503.6 grs de bruto x ley  (720.83/1000)",OrCash
E47_8_355,E47_8,0.35,355.00,9,0.12,,,0.12,0.35,0,"'
- Una linea de 0.12 grs. de fino: 0.35 grs de bruto x ley 9 kts (355/1000)",La Milla d'Or
E47_8_565,E47_8,91.75,565.00,14,51.84,,,51.84,91.75,0,"'
- Una linea de 51.84 grs. de fino: 91.75 grs de bruto x ley 14 kts (565/1000)",La Milla d'Or
E47_8_730,E47_8,714.70,730.00,18,521.73,,,521.73,714.70,0,"'
- Una linea de 521.73 grs. de fino: 714.7 grs de bruto x ley 18 kts (730/1000)",La Milla d'Or
E47_8_780,E47_8,54.21,780.00,19,42.28,,,42.28,54.21,0,"'
- Una linea de 42.28 grs. de fino: 54.21 grs de bruto x ley 19 kts (780/1000)",La Milla d'Or
E47_8_896,E47_8,6.30,896.00,22,5.64,,,5.64,6.30,0,"'
- Una linea de 5.64 grs. de fino: 6.3 grs de bruto x ley 22 kts (896/1000)",La Milla d'Or
E47_8_999,E47_8,2.84,999.00,24,2.84,,,2.84,2.84,0,"'
- Una linea de 2.84 grs. de fino: 2.84 grs de bruto x ley 24 kts (999/1000)",La Milla d'Or
E47_8_313,E47_8,4.81,313.00,8,1.51,,,1.51,4.81,0,"'
- Una linea de 1.51 grs. de fino: 4.81 grs de bruto x ley 8 kts (313/1000)",La Milla d'Or
E47_10_708,E47_10,279.34,708.00,17,197.77,,,197.77,279.34,0,"'
- Una linea de 197.77 grs. de fino: 279.34 grs de bruto x ley 17 kts (708/1000)",Gaudia
E47_9_727.5,E47_9,477.70,727.50,,347.53,,,347.53,477.70,0,"'
- Una linea de 347.53 grs. de fino: 477.7 grs de bruto x ley  (727.5/1000)",OrCash
E47_11_458,E47_11,15.71,458.00,11,7.20,,,7.20,15.71,0,"'
- Una linea de 7.2 grs. de fino: 15.71 grs de bruto x ley 11 kts (458/1000)",Gaudia
E47_11_708,E47_11,184.70,708.00,17,130.77,,,130.77,184.70,0,"'
- Una linea de 130.77 grs. de fino: 184.7 grs de bruto x ley 17 kts (708/1000)",Gaudia
E47_11_666,E47_11,108.19,666.00,16,72.05,,,72.05,108.19,0,"'
- Una linea de 72.05 grs. de fino: 108.19 grs de bruto x ley 16 kts (666/1000)",Gaudia
E47_12_730,E47_12,483.20,730.00,18,352.74,,,352.74,483.20,0,"'
- Una linea de 352.74 grs. de fino: 483.2 grs de bruto x ley 18 kts (730/1000)",Gemma d'Or
E47_12_999,E47_12,14.00,999.00,24,13.99,,,13.99,14.00,0,"'
- Una linea de 13.99 grs. de fino: 14 grs de bruto x ley 24 kts (999/1000)",Gemma d'Or
E47_12_900,E47_12,27.60,900.00,22,24.84,,,24.84,27.60,0,"'
- Una linea de 24.84 grs. de fino: 27.6 grs de bruto x ley 22 kts (900/1000)",Gemma d'Or
E47_13_708,E47_13,289.30,708.00,17,204.82,,,204.82,289.30,0,"'
- Una linea de 204.82 grs. de fino: 289.3 grs de bruto x ley 17 kts (708/1000)",Gaudia
E47_13_999,E47_13,50.00,999.00,24,49.95,,,49.95,50.00,0,"'
- Una linea de 49.95 grs. de fino: 50 grs de bruto x ley 24 kts (999/1000)",Gaudia
E47_14_791,E47_14,897.70,791.00,19,710.08,,,710.08,897.70,0,"'
- Una linea de 710.08 grs. de fino: 897.7 grs de bruto x ley 19 kts (791/1000)",Gaudia
E47_15_710,E47_15,294.33,710.00,,208.97,,,208.97,294.33,0,"'
- Una linea de 208.97 grs. de fino: 294.33 grs de bruto x ley  (710/1000)",Nova Joia
E47_15_626,E47_15,60.14,626.00,,37.65,,,37.65,60.14,0,"'
- Una linea de 37.65 grs. de fino: 60.14 grs de bruto x ley  (626/1000)",Nova Joia
E47_15_540,E47_15,1.55,540.00,,0.84,,,0.84,1.55,0,"'
- Una linea de 0.84 grs. de fino: 1.55 grs de bruto x ley  (540/1000)",Nova Joia
E47_16_733.21,E47_16,335.50,733.21,,245.99,,,245.99,335.50,0,"'
- Una linea de 245.99 grs. de fino: 335.5 grs de bruto x ley  (733.21/1000)",OrCash
E47_17_733.21,E47_17,528.10,733.21,,387.21,,,387.21,528.10,0,"'
- Una linea de 387.21 grs. de fino: 528.1 grs de bruto x ley  (733.21/1000)",OrCash
E47_18_733.21,E47_18,631.97,733.21,,463.37,,,463.37,631.97,0,"'
- Una linea de 463.37 grs. de fino: 631.97 grs de bruto x ley  (733.21/1000)",OrCash
E47_19_708,E47_19,412.22,708.00,,291.85,,,291.85,412.22,0,"'
- Una linea de 291.85 grs. de fino: 412.22 grs de bruto x ley  (708/1000)",Gaudia
E48_9_730,E48_9,121.10,730.00,,88.40,,,88.40,121.10,0,"'
- Una linea de 88.4 grs. de fino: 121.1 grs de bruto x ley  (730/1000)",Gemma d'Or
E48_1_917,E48_1,6.91,917.00,,6.34,,,6.34,6.91,0,"'
- Una linea de 6.34 grs. de fino: 6.91 grs de bruto x ley  (917/1000)",Nova Joia
E48_1_900,E48_1,122.40,900.00,,110.16,,,110.16,122.40,0,"'
- Una linea de 110.16 grs. de fino: 122.4 grs de bruto x ley  (900/1000)",Nova Joia
E48_1_710,E48_1,170.36,710.00,,120.96,,,120.96,170.36,0,"'
- Una linea de 120.96 grs. de fino: 170.36 grs de bruto x ley  (710/1000)",Nova Joia
E48_2_708,E48_2,349.34,708.00,,247.33,,,247.33,349.34,0,"'
- Una linea de 247.33 grs. de fino: 349.34 grs de bruto x ley  (708/1000)",Gaudia
E48_4_780,E48_4,43.90,780.00,19,34.24,,,34.24,43.90,0,"'
- Una linea de 34.24 grs. de fino: 43.9 grs de bruto x ley 19 kts (780/1000)",La Milla d'Or
E48_4_730,E48_4,276.60,730.00,18,201.92,,,201.92,276.60,0,"'
- Una linea de 201.92 grs. de fino: 276.6 grs de bruto x ley 18 kts (730/1000)",La Milla d'Or
E48_4_565,E48_4,5.47,565.00,14,3.09,,,3.09,5.47,0,"'
- Una linea de 3.09 grs. de fino: 5.47 grs de bruto x ley 14 kts (565/1000)",La Milla d'Or
E48_4_1000,E48_4,-3.50,1000.00,,-3.50,,checked,0.00,0.00,0,"'
- Una linea de -3.5 grs. de fino: -3.5 grs de bruto x ley  (1000/1000)",La Milla d'Or
E48_3_710,E48_3,134.49,710.00,,95.49,,,95.49,134.49,0,"'
- Una linea de 95.49 grs. de fino: 134.49 grs de bruto x ley  (710/1000)",Nova Joia
E48_3_740,E48_3,29.33,740.00,,21.70,,,21.70,29.33,0,"'
- Una linea de 21.7 grs. de fino: 29.33 grs de bruto x ley  (740/1000)",Nova Joia
E48_10_565,E48_10,12.64,565.00,,7.14,,,7.14,12.64,0,"'
- Una linea de 7.14 grs. de fino: 12.64 grs de bruto x ley  (565/1000)",La Milla d'Or
E48_5_733,E48_5,545.50,733.00,,399.85,,,399.85,545.50,0,"'
- Una linea de 399.85 grs. de fino: 545.5 grs de bruto x ley  (733/1000)",OrCash
